station,member_casual,latitude,longitude,number_of_rides
Claremont Ave & Hirsch St,casual,41.907767329605264,-87.68587698790414,1064
Rockwell St & Eastwood Ave,casual,41.9658479039603,-87.69369513836484,1058
Lincoln Ave & Byron St,casual,41.95209698378558,-87.67758632692599,1054
Laflin St & Cullerton St,casual,41.85487000244379,-87.66363830196481,1023
Ravenswood Ave & Berteau Ave,casual,41.95791389251222,-87.67357777552297,1023
Western Ave & Roscoe St,casual,41.943048759804114,-87.68729614007836,1021
Hermitage Ave & Polk St,casual,41.87151647653041,-87.66990088885345,1003
Damen Ave & Walnut (Lake) St,casual,41.88594478463074,-87.67702191316367,1002
State St & 35th St,casual,41.831056008401596,-87.62685576842158,1001
Western Ave & Fillmore St,casual,41.86862164824065,-87.68618572012133,989
Avers Ave & Belmont Ave,casual,41.939407674231944,-87.72356754910479,983
Paulina St & Howard St,casual,42.019150886551024,-87.67356213694899,980
Canal St & Harrison St,casual,41.87426848137113,-87.63954292730928,970
Rockwell St & Fletcher St,casual,41.939129286858034,-87.69217574755741,958
Wentworth Ave & 35th St,casual,41.83078487355415,-87.63250353434279,951
California Ave & Byron St,casual,41.952162087216934,-87.6980623069418,945
Cherry Ave & Blackhawk St,casual,41.90722813129374,-87.65565261478261,943
Spaulding Ave & Division St,casual,41.90267342708379,-87.70909800284005,919
Calumet Ave & 33rd St,casual,41.834859849422656,-87.61791223262527,918
Ogden Ave & Congress Pkwy,casual,41.87500634660851,-87.67324043770992,917
Lake Park Ave & 47th St,casual,41.80943473197354,-87.59187888887541,907
Troy St & Elston Ave,casual,41.945230263726366,-87.70664659892103,899
Racine Ave & 15th St,casual,41.86125302315145,-87.65654944399778,898
Campbell Ave & Montrose Ave,casual,41.96155200675585,-87.6912205213378,897
Damen Ave & Cullerton St,casual,41.854971980941706,-87.67565137061659,892
Western Ave & Congress Pkwy,casual,41.874698879739526,-87.68640011074746,883
Halsted St & North Branch St,casual,41.89937630043084,-87.64851970798186,882
Wood St & Taylor St (Temp),casual,41.86930049885189,-87.67370817067739,871
Wilton Ave & Diversey Pkwy*,casual,41.932412193944636,-87.65272098361015,867
May St & Cullerton St,casual,41.85522737167054,-87.65412291018562,862
Halsted St & 21st St,casual,41.853793272715464,-87.64658226877214,847
Washtenaw Ave & Lawrence Ave,casual,41.96889272572609,-87.69615024422669,847
Hoyne Ave & Balmoral Ave,casual,41.979881597322276,-87.68194904290284,844
Wentworth Ave & 33rd St,casual,41.83454426549881,-87.63181486497625,842
Oakley Ave & Irving Park Rd,casual,41.95431147735399,-87.68608063481526,839
N Sheffield Ave & W Wellington Ave,casual,41.93727829905797,-87.6527315706884,828
Christiana Ave & Lawrence Ave,casual,41.968209785875914,-87.71179306115572,822
Clark St & Columbia Ave,casual,42.004454955361076,-87.67239969858016,817
Glenwood Ave & Touhy Ave,casual,42.01275463112607,-87.66603908858018,817
Shields Ave & 31st St,casual,41.83844812365644,-87.6353903198405,815
Lincoln Ave & Winona St,casual,41.97487285459627,-87.69264138654658,805
Campbell Ave & Augusta Blvd,casual,41.89952554150873,-87.68947287280548,802
Rhodes Ave & 32nd St,casual,41.83643189055555,-87.6134804935606,792
Halsted St & 35th St,casual,41.830668681449275,-87.64714696591568,759
Drake Ave & Addison St,casual,41.9473755208839,-87.71759926825857,758
Sheridan Rd & Greenleaf Ave,casual,42.01058823542667,-87.66241244636001,750
Ashland Ave & Archer Ave,casual,41.83916663903924,-87.66562143548038,739
Indiana Ave & 26th St,casual,41.845736033883625,-87.62252409546684,739
N Carpenter St & W Lake St,casual,41.887118145414966,-87.6520534087619,735
Blackstone Ave & 59th St,casual,41.78788922800274,-87.59047928608756,731
Malcolm X College,casual,41.87772440668056,-87.673874070069445,720
Smith Park,casual,41.89202638126051,-87.68939518903362,714
Kedzie Ave & Leland Ave,casual,41.96668078343262,-87.70807894014185,705
Albany Ave & Montrose Ave,casual,41.96103323002849,-87.70584167551281,702
Greenwood Ave & 47th St,casual,41.80981528525108,-87.59935123393113,697
Monticello Ave & Irving Park Rd,casual,41.95399194342898,-87.7190767440746,697
Francisco Ave & Foster Ave,casual,41.975652752071944,-87.70142958997123,695
Indiana Ave & 31st St,casual,41.838823477838616,-87.62186046838617,694
Central Park Ave & North Ave,casual,41.90965555152838,-87.716658643508,687
N Southport Ave & W Newport Ave,casual,41.94303923769006,-87.66302242502924,684
Wallace St & 35th St,casual,41.83066813771596,-87.64127900518302,683
Eastlake Ter & Howard St,casual,42.019195192995525,-87.6643198509091,671
Western Ave & Grace St,casual,41.95027034338301,-87.68859601017884,671
Winchester (Ravenswood) Ave & Balmoral Ave,casual,41.97977202452773,-87.67755940518741,667
Sawyer Ave & Irving Park Rd,casual,41.95360955018377,-87.70930261589587,653
Central St Metra,casual,42.063751590860214,-87.69870740757297,651
Elston Ave & George St,casual,41.93268385127692,-87.69056807089231,650
N Paulina St & Lincoln Ave,casual,41.94258833004754,-87.67106543535658,631
California Ave & Lake St,casual,41.88446015601276,-87.69622414167463,627
Kedzie Ave & 48th Pl,casual,41.8024790532258,-87.7021430723871,620
63rd St Beach,casual,41.78092193654665,-87.57631577427169,611
Western Ave & Monroe St,casual,41.87980444500821,-87.68607873995074,609
Western Ave & 21st St,casual,41.85410227688633,-87.68575335678749,607
South Shore Dr & 71st St,casual,41.76641231438944,-87.56570153519802,606
Wentworth Ave & 24th St,casual,41.8500785743771,-87.63214987112794,594
Calumet Ave & 35th St,casual,41.831380159712836,-87.61803843234797,592
Noble St & Milwaukee Ave (Temp),casual,41.899827275591214,-87.66149158815878,592
Knox Ave & Montrose Ave,casual,41.9606580327551,-87.74538510545918,588
Evanston Civic Center,casual,42.05703406784615,-87.68657003282051,585
Prairie Ave & Garfield Blvd,casual,41.794848954030876,-87.61873438629503,583
Francisco Ave & Montrose Ave,casual,41.96059422722892,-87.7005237692599,581
Woodlawn Ave & Lake Park Ave,casual,41.81408944042105,-87.59700885549123,570
Manor Ave & Leland Ave,casual,41.96586573042478,-87.70082981552213,565
Cottage Grove Ave & Oakwood Blvd,casual,41.823089309125,-87.60714521825,560
Leavitt St & Archer Ave,casual,41.82875768533928,-87.68065261321429,560
Western Ave & Lunt Ave,casual,42.008609473625,-87.69045340232142,560
Cottage Grove Ave & 51st St,casual,41.803025131921004,-87.60661283416518,557
Kedzie Ave & Foster Ave,casual,41.975672984723246,-87.70926817293358,542
Emerald Ave & 28th St,casual,41.84357970889094,-87.64540389622921,541
Keystone Ave & Fullerton Ave,casual,41.92457176424581,-87.72787977594041,537
Kedzie Ave & George St,casual,41.932913760167914,-87.70792554145523,536
Elston Ave & Henderson St,casual,41.94095570454887,-87.70053806966166,532
Sacramento Blvd & Addison St,casual,41.94738560147573,-87.70199881862136,515
Drake Ave & Montrose Ave,casual,41.961157206102364,-87.71659944783465,508
Clinton St & Polk St,casual,41.871460856158414,-87.64092224653466,505
Central St & Girard Ave,casual,42.064306351068545,-87.68614497721775,496
Central Park Ave & Ogden Ave,casual,41.854006260122446,-87.71499595846939,490
Dodge Ave & Church St,casual,42.04832327934292,-87.69841697735113,487
Francisco Ave & Bloomingdale Ave,casual,41.91335283641079,-87.69950424856846,482
Troy St & Grace St,casual,41.95017159743215,-87.70736627043841,479
MLK Jr Dr & Pershing Rd,casual,41.82468770549145,-87.61681204980769,468
Woodlawn Ave & 58th St,casual,41.789387587713676,-87.59648408299145,468
Prairie Ave & 43rd St,casual,41.81666605087794,-87.61941333505354,467
Ashland Ave & 13th St,casual,41.86525064450644,-87.66650479534334,466
Long & Irving Park,casual,41.95170548651613,-87.761220226,465
South Shore Dr & 67th St,casual,41.77364459832972,-87.56746410167028,461
Western Ave & Berteau Ave,casual,41.958591779330355,-87.68895958535714,448
Narragansett & Wrightwood,casual,41.92874426759637,-87.7877863429932,441
Ogden Ave & Roosevelt Rd,casual,41.866144643,-87.6846771699091,440
Kedzie Ave & Lake St,casual,41.884735101290325,-87.70633666993088,434
N Shore Channel Trail & Argyle St,casual,41.97160206232558,-87.70204949306977,430
Loomis St & Archer Ave,casual,41.84163769842857,-87.65746058661905,420
Budlong Woods Library,casual,41.98368313959427,-87.69642404350836,419
Racine Ave & 13th St,casual,41.86504500194245,-87.65697534671463,417
St. Louis Ave & Balmoral Ave,casual,41.980040611153846,-87.71587299896635,416
Shields Ave & 28th Pl,casual,41.84278184139759,-87.63549797522892,415
W Washington Blvd & N Peoria St,casual,41.88294565439614,-87.64997892115942,414
Dorchester Ave & 49th St,casual,41.805785690268294,-87.59246406768293,410
University Ave & 59th St,casual,41.78787058026829,-87.59893619378049,410
Western Ave & Granville Ave,casual,41.99416984887805,-87.6894516397561,410
Western Ave & Gunnison St,casual,41.96978771997537,-87.68972783667488,406
Racine Ave & 35th St,casual,41.83066443676692,-87.65618884152882,399
Harlem & Irving Park,casual,41.951791950328285,-87.80842985813132,396
California Ave & Francis Pl (Temp),casual,41.918536633705585,-87.6974519081472,394
State St & 95th St,casual,41.72171396172589,-87.62283372200507,394
Cottage Grove Ave & 63rd St,casual,41.78057136263427,-87.60603395452685,391
Clark St & Jarvis Ave,casual,42.01596442452196,-87.67499970276485,387
Clark St & Touhy Ave,casual,42.012560594791665,-87.67427449140625,384
Pulaski Rd & 51st St,casual,41.800242336093746,-87.72263302815104,384
Bernard St & Elston Ave,casual,41.94993045522193,-87.71396649174935,383
MTV Hubbard St,casual,41.88980764920844,-87.68027101192612,379
N Damen Ave & W Chicago Ave,casual,41.89657389653439,-87.67840967224868,378
Cottage Grove Ave & 47th St,casual,41.80984750039788,-87.60675137989391,377
California Ave & 21st St,casual,41.853794793128344,-87.69578201836899,374
Kildare Ave & Montrose Ave,casual,41.96107498825269,-87.73569310193548,372
Western Ave & Howard St,casual,42.01891426451613,-87.69005323217742,372
Ridge Blvd & Touhy Ave,casual,42.01212877138587,-87.68293107934782,368
Calumet Ave & 51st St,casual,41.802277774833335,-87.61806647227777,360
Warren Park West,casual,42.001789761142064,-87.68882834228413,359
Conservatory Dr & Lake St,casual,41.885500267030814,-87.7168625984874,357
Keystone Ave & Montrose Ave,casual,41.96108208098315,-87.72898305539326,356
Sayre & Diversey,casual,41.93050625238764,-87.80052395191011,356
MLK Jr Dr & 47th St,casual,41.809845543943666,-87.6162914851831,355
Francisco Ave & Chicago Ave,casual,41.895915075480225,-87.69867839584745,354
Elmwood Ave & Austin St,casual,42.02578197883853,-87.68411706603399,353
Oakley Ave & Touhy Ave,casual,42.012335110566575,-87.68825483883853,353
Drexel Ave & 60th St,casual,41.78585018113636,-87.60457657107955,352
Cottage Grove Ave & 43rd St,casual,41.8164909004023,-87.60659564614943,348
Campbell Ave & Irving Park Rd,casual,41.95252370336336,-87.69055819525525,333
Whipple/Irving Park,casual,41.9529848624924,-87.70311032489361,329
Kedzie Ave & Bryn Mawr Ave,casual,41.98224774040625,-87.70889842990626,320
Kedzie Ave & Chicago Ave,casual,41.89547228021875,-87.70613933296875,320
Pulaski Rd & Eddy St,casual,41.946277311174605,-87.73105757257143,315
Dorchester Ave & 63rd St,casual,41.78040960111465,-87.59140303761147,314
State St & 29th St,casual,41.84171066700637,-87.62694316719745,314
Valli Produce - Evanston Plaza,casual,42.03972283630573,-87.69942045828026,314
Warren Park East,casual,42.004558283280254,-87.68064299292993,314
Kilbourn & Roscoe,casual,41.941436746830064,-87.73976329300653,306
California Ave & 23rd Pl,casual,41.849123745803276,-87.69514030409836,305
Princeton Ave & 47th St,casual,41.80932886449664,-87.63346060060402,298
Racine Ave & Fullerton Ave (Temp),casual,41.925193449115646,-87.65738312996598,294
2112 W Peterson Ave,casual,41.991169209795224,-87.68360122460751,293
Milwaukee Ave & Cuyler Ave,casual,41.95446912982699,-87.74959477823529,289
Albany Ave & Belmont Ave,casual,41.93979596552083,-87.70694329871527,288
Normal Ave & Archer Ave,casual,41.84952757407017,-87.640585684,285
Ridge Blvd & Howard St,casual,42.019262984859154,-87.68454429105634,284
Western Ave & 24th St,casual,41.8484675803169,-87.68513601042254,284
Kilbourn Ave & Irving Park Rd,casual,41.95373515558304,-87.74054800632508,283
Public Rack - Kostner Ave & Armitage Ave,casual,41.91860835422939,-87.73815163362006,279
Jeffery Blvd & 67th St,casual,41.77351680678701,-87.57725724938628,277
Ping Tom Park (East),casual,41.85845000077491,-87.63174072114391,271
Dodge Ave & Mulford St,casual,42.02359104575188,-87.69961517063909,266
Lincoln Ave & Balmoral Ave,casual,41.979620269849626,-87.6921717662782,266
DuSable Museum,casual,41.7915550284151,-87.60785592207547,265
Damen Ave & Coulter St,casual,41.8491929340625,-87.67564215328125,256
Lincoln Ave & Peterson Ave,casual,41.990146391102364,-87.7091676077559,254
Central Park Ave & 24th St,casual,41.84809802167347,-87.71509659836735,245
Washtenaw Ave & Ogden Ave,casual,41.86197570946058,-87.69330002024897,241
Lavergne & Fullerton,casual,41.92203700295359,-87.75060440236287,237
Archer (Damen) Ave & 37th St,casual,41.82671315846154,-87.6831511126923,234
Rockwell St & Cermak Rd,casual,41.85089876974249,-87.6903344823176,233
Kilbourn Ave & Milwaukee Ave,casual,41.94706912137931,-87.73998563961207,232
Western Ave & 111th St,casual,41.69121063930736,-87.68129690696969,231
Eberhart Ave & 61st St,casual,41.78409255842795,-87.61449507676856,229
Perry Ave & 69th St,casual,41.769281193201756,-87.62821536495615,228
Burnham Greenway & 112th St,casual,41.69176956681416,-87.53044867057523,226
Washtenaw Ave & Polk St,casual,41.87070683835555,-87.69235784555555,225
Lincolnwood Dr & Central St,casual,42.06480587918919,-87.71531254716217,222
Wood St & 35th St,casual,41.83012158144796,-87.6703253762896,221
Kedzie Ave & 110th St,casual,41.69239537392694,-87.70095836333334,219
Austin Blvd & Lake St,casual,41.887935017706425,-87.7744054121101,218
Halsted St & 37th St,casual,41.82706956908257,-87.64571964454129,218
State St & 79th St,casual,41.75079066466981,-87.6244365734434,212
Kedzie Ave & 21st St,casual,41.85354544971564,-87.70506440962085,211
Bosworth Ave & Howard St,casual,42.0195349692823,-87.66953159334928,209
Wolcott Ave & Fargo Ave,casual,42.01695487849514,-87.67771947606796,206
Big Marsh Park,casual,41.68587972551724,-87.573814831133,203
Chicago State University,casual,41.71896298344828,-87.60833405359605,203
MLK Jr Dr & 56th St,casual,41.7934436479703,-87.61585620163366,202
Fairfield Ave & 44th St,casual,41.81189838328283,-87.69169285257576,198
Kedzie Ave & 57th St,casual,41.7899284410101,-87.70130350979798,198
Dodge Ave & Main St,casual,42.03476242948718,-87.6991517774359,195
Lamon Ave & Belmont Ave,casual,41.93949819625641,-87.74964759333334,195
Hoyne Ave & 47th St,casual,41.80822365618557,-87.67719131015464,194
Stony Island Ave & 67th St,casual,41.7734995096875,-87.58528247583332,192
Walden Pkwy & 100th St,casual,41.7122036996875,-87.66772672135417,192
Kilpatrick Ave & Parker Ave,casual,41.930408134867726,-87.7421810226455,189
Maplewood Ave & Peterson Ave,casual,41.99023574591398,-87.69337063989248,186
Public Rack - Milwaukee Ave & Haussen Ct,casual,41.93843813575269,-87.72114965903226,186
Union Ave & Root St,casual,41.81912525,-87.64328695817204,186
Cottage Grove Ave & 67th St,casual,41.77373029663043,-87.60564222733696,184
South Shore Dr & 74th St,casual,41.76221859364641,-87.55923285718232,181
Western Blvd & 48th Pl,casual,41.80566940394444,-87.68338007738889,180
California Ave & Winona St,casual,41.972825758435754,-87.69869379022346,179
Jeffery Blvd & 71st St,casual,41.76662057162921,-87.57643871904494,178
Damen Ave & Pershing Rd,casual,41.82319259158192,-87.6766100442373,177
Lawndale Ave & 30th St,casual,41.839356011525425,-87.71811771254237,177
Sacramento Blvd & Franklin Blvd,casual,41.8905483484,-87.70264237662857,175
Stony Island Ave & 63rd St,casual,41.78041872697143,-87.58742093594286,175
Wentworth Ave & 63rd St,casual,41.78008304686047,-87.629774119069765,172
Buckingham - Fountain,casual,41.876595706023394,-87.6204503359649,171
Meade Ave & Diversey Ave,casual,41.93049371549708,-87.77912073017544,171
Public Rack - Pulaski Rd & Armitage Ave,casual,41.9183026551462,-87.7282957980117,171
Public Rack - Lowell Ave & Elston Ave,casual,41.96794848629412,-87.73839196723529,170
Public Rack - Washtenaw Ave & Superior St,casual,41.89280602782353,-87.69488116117647,170
Kilbourn & Belden,casual,41.92129993840237,-87.73944253485207,169
Millard Ave & 26th St,casual,41.84454988615384,-87.71598848538461,169
Public Rack - Hamlin Ave & Fullerton Ave,casual,41.92239282490909,-87.7207138669697,165
Central Ave & Parker Ave,casual,41.93005883621118,-87.76857444726708,161
Stony Island Ave & 71st St,casual,41.766493382981366,-87.58646204012423,161
Indiana Ave & 40th St,casual,41.8216760773125,-87.621536772875,160
Lockwood Ave & Wrightwood Ave,casual,41.92898576794872,-87.75924445134616,156
Pulaski Rd & 21st St,casual,41.85240779851613,-87.72316166219355,155
Fullerton & Monitor,casual,41.921289879090914,-87.77076202487012,154
Rockwell St & Archer Ave,casual,41.821681000064935,-87.689839847207793,154
Public Rack - Midway Orange Line,casual,41.78736547803921,-87.73874728542484,153
Public Rack - Woodlawn Ave & 63rd St N,casual,41.780405463398694,-87.59755522797386,153
Kenosha & Wellington,casual,41.93184251289474,-87.73156910789474,152
Yates Blvd & 75th St,casual,41.75874055649007,-87.56642471774835,151
Stony Island Ave & 64th St,casual,41.77888030406667,-87.5866519824,150
Kostner Ave & Wrightwood Ave,casual,41.92901630966216,-87.7380849845946,148
Public Rack - Western Blvd & 49th St,casual,41.80279628608108,-87.68184861695946,148
Commercial Ave & 130th St,casual,41.65913862387755,-87.55076334904761,147
Wentworth Ave & 24th St (Temp),casual,41.850078179520544,-87.63214964938356,146
Damen Ave & 59th St,casual,41.78587696722222,-87.67346809180556,144
Kostner Ave & 63rd St,casual,41.77930819454546,-87.7313794655944,143
Cicero Ave & Lake St,casual,41.886863326549296,-87.74533544704225,142
Halsted St & 63rd St,casual,41.779380193450706,-87.64468791901409,142
Washtenaw Ave & Peterson Ave,casual,41.9903045248227,-87.69876514390072,141
Lawndale Ave & 111th St,casual,41.69131394671429,-87.7128691245,140
MLK Jr Dr & 63rd St,casual,41.78008649942446,-87.61594756935251,139
Public Rack - Hamlin Ave & Montrose Ave,casual,41.96060121710145,-87.72138022753623,138
Pulaski Rd & 60th St,casual,41.78221366311594,-87.72135256905797,138
Austin Blvd & Chicago Ave,casual,41.89486428919708,-87.77462781182481,137
Fairfield Ave & Roosevelt Rd,casual,41.86704821423358,-87.69430891218978,137
Komensky Ave & 31st St,casual,41.837677740145985,-87.72691315167883,137
Public Rack - Harold Washington Park,casual,41.800671395839416,-87.58312903021898,137
Rainbow Beach,casual,41.75787387408759,-87.54937743284671,137
Central Ave & Lake St,casual,41.88766814154412,-87.76546592705883,136
Western Ave & Ardmore Ave,casual,41.98767072558824,-87.68977400029412,136
California & 16th St,casual,41.85935686791045,-87.69601801298508,134
Princeton Ave & Garfield Blvd,casual,41.79497735440298,-87.63312259865671,134
Richmond St & Lincoln Ave,casual,41.98905635253731,-87.70173289716418,134
Long Ave & Belmont Ave,casual,41.93921144022556,-87.76078259533836,133
Western Ave & Lake St,casual,41.88327371323308,-87.68716956090225,133
Calumet Park,casual,41.713710409083966,-87.5308405548855,131
Kedzie Ave & 52nd St,casual,41.799600505461534,-87.70149506907693,130
Long Ave & Belden Ave,casual,41.92158854076923,-87.76055557584615,130
St Louis Ave & 59th St,casual,41.788210757829454,-87.71024324209301,129
Mulligan Ave & Wellington Ave,casual,41.931759185984255,-87.78161646913387,127
Buckingham Fountain (Columbus/Balbo),casual,41.87219358666667,-87.62307076730158,126
Kedzie Ave & Roosevelt Rd,casual,41.86651261587301,-87.70649158134921,126
Oak Park & Wellington,casual,41.931960755238094,-87.79822957111111,126
Albany Ave & 26th St,casual,41.84450355008,-87.70193104048,125
Cicero Ave & Grace St,casual,41.9498148456,-87.74775854096,125
Western Ave & 104th St,casual,41.70459824276423,-87.68116540341462,123
Austin Blvd & Madison St,casual,41.880285957459016,-87.77446299565574,122
Eggleston Ave & 69th St,casual,41.76890142155738,-87.63585066508196,122
Lawler Ave & 50th St,casual,41.80128247926229,-87.74938691508197,122
Marshfield Ave & 44th St,casual,41.81400665254098,-87.66662634213115,122
Halsted St & 47th Pl,casual,41.80814572525,-87.645628043,120
Narragansett & Irving Park,casual,41.95148507308333,-87.78737656975001,120
St Louis Ave & Norman Bobbins Ave,casual,41.79194164208333,-87.71054450999999,120
Greenwood Ave & 97th St,casual,41.7187057670339,-87.59702182516949,118
Ashland Ave & Pershing Rd,casual,41.82345360362069,-87.66558484215517,116
Prospect Sq & 91st St,casual,41.728111304224136,-87.66756684663794,116
Pulaski Rd & Lake St,casual,41.88489047681035,-87.72630713077587,116
Phillips Ave & 79th St,casual,41.751820496754384,-87.56521777508772,114
Public Rack - Monticello Ave & Belmont Ave,casual,41.93952165289473,-87.71895918429824,114
Virginia Ave & Catalpa Ave,casual,41.98092380736842,-87.70459985429825,114
Cottage Grove Ave & 83rd St,casual,41.74344707699115,-87.6048503681416,113
Kildare Ave & 26th St,casual,41.84243747787611,-87.73122408654868,113
Sacramento Blvd & Fulton Ave,casual,41.8878773099115,-87.7010219559292,113
Francisco Ave & Hollywood Ave,casual,41.98269194339286,-87.70095026160715,112
Lamon Ave & Armitage Ave,casual,41.91836411741072,-87.74974118991071,112
Morgan St & Pershing Rd,casual,41.82361964747748,-87.65091139360361,111
N Clark St & W Elm St,casual,41.902214599272725,-87.63124176445454,110
Campbell Ave & 51st St,casual,41.800667491834865,-87.68771300587156,109
Laramie Ave & Madison St,casual,41.88021683084112,-87.7553725940187,107
Mason Ave & Belmont Ave,casual,41.93915455682243,-87.77128717728972,107
Kedzie Ave & 24th St,casual,41.84820201462264,-87.70544036688679,106
Hamlin Ave & Grand Ave,casual,41.90323668057143,-87.72127024380953,105
Stony Island Ave & 75th St,casual,41.75867214085714,-87.5868919152381,105
Central Park & Augusta Blvd,casual,41.89906103875,-87.71706495028846,104
Shabbona Park,casual,41.943238905,-87.79955683490384,104
Public Rack - Spaulding Ave & Evergreen Ave,casual,41.907402420970875,-87.70965436640776,103
Kilpatrick Ave & Grand Ave,casual,41.91145344372549,-87.74193546274509,102
Central Ave & Roscoe St,casual,41.9410058390099,-87.76863821346535,101
Wabash Ave & 87th St,casual,41.73657504465347,-87.62265224485148,101
Avenue O & 134th St,casual,41.6518544666,-87.5400931254,100
Pulaski Rd & Eddy St (Temp),casual,41.9462743133,-87.7310602587,100
Ashland Ave & McDowell Ave,casual,41.808868714646465,-87.66453701060607,99
California Ave & 36th St,casual,41.82887796173469,-87.69285061530613,98
Green St & Madison Ave*,casual,41.88185371625,-87.64884275552083,96
Hale Ave & 107th St,casual,41.69921822270833,-87.66888529885416,96
Komensky Ave & 55th St,casual,41.791948079166666,-87.7224787790625,96
Doty Ave & 111th St,casual,41.69505763284211,-87.598857048,95
Public Rack - Milwaukee Ave & Higgins Ave,casual,41.96864599852631,-87.76124782326316,95
Ashland Ave & Garfield Blvd,casual,41.79287671595745,-87.66443683202128,94
Kenneth Ave & 50th St,casual,41.80150527712766,-87.73284910861702,94
State St & Pershing Rd,casual,41.823019355638294,-87.62657102978723,94
Steelworkers Park,casual,41.73857111645162,-87.53057552526882,93
Francisco Ave & 47th St,casual,41.809191364673914,-87.69825829358696,92
Nordica & Medill,casual,41.92093726434783,-87.80084227108695,92
Sacramento Ave & Pershing Rd,casual,41.821326140108695,-87.69981304369566,92
Hoyne Ave & 34th St,casual,41.83116058879121,-87.67874440593407,91
W 103rd St & S Avers Ave,casual,41.707542537032964,-87.71827917593407,91
Ashland Ave & 50th St,casual,41.80301384088889,-87.66469544677777,90
California Ave & Marquette Rd,casual,41.771044825555556,-87.69219262455556,90
Greenwood Ave & 79th St,casual,41.75130547733333,-87.59693138433333,90
Public Rack - Kenton Ave & Palmer St,casual,41.920387379888886,-87.74106280277778,90
Laramie Ave & Kinzie St,casual,41.887832459213485,-87.7556118211236,89
Public Rack - Christiana Ave & Belmont Ave,casual,41.93957128662921,-87.71106692719101,89
Public Rack - Milwaukee Ave & Diversey Ave,casual,41.93070336078652,-87.71062326617977,89
Roscoe & Harlem,casual,41.94100734483146,-87.80823632707865,89
Major Taylor Trail & 115th St,casual,41.684939109545454,-87.64528740909091,88
State St & 54th St,casual,41.796624351704544,-87.62592148409091,88
Public Rack - Lawndale Ave & Diversey Ave,casual,41.931179097241376,-87.71955325,87
Sacramento Ave & 25th St,casual,41.84747391705882,-87.70011126952942,85
Kedzie Ave & Harrison St,casual,41.873618330119044,-87.70487994035715,84
Public Rack - Washtenaw Ave & Devon Ave,casual,41.998725052261904,-87.69847795261904,84
Springfield Ave & 47th St,casual,41.809012773214285,-87.72063338214285,84
Stewart Ave & 83rd St,casual,41.74372167547619,-87.63408769619048,84
Central Park Ave & Ohio St,casual,41.890970530120484,-87.71815417457832,83
Dauphin Ave & 103rd St,casual,41.70728355301205,-87.60766973313254,83
Public Rack - Rockwell & Division,casual,41.90200069638554,-87.69157504554217,83
Central Ave & Chicago Ave,casual,41.89495859292683,-87.76490544256097,82
Greenwood Ave & 91st St,casual,41.72858356463414,-87.59729776585365,82
Narragansett Ave & School St,casual,41.940093224268296,-87.78746989207318,82
Public Rack - Milwaukee Ave & School St,casual,41.940320200975606,-87.72779347060975,82
Rockwell St & 57th St,casual,41.79024890378049,-87.68938061731707,82
Archer Ave & 43rd St,casual,41.81738224654321,-87.70139129790124,81
Halsted St & 78th St,casual,41.75250462790124,-87.64377995358025,81
Harlem Ave & Grace St,casual,41.94914895691358,-87.8074622737037,81
Homan Ave & 65th St,casual,41.77732476333333,-87.70893946308642,81
Kostner Ave & Lake St,casual,41.885932435061726,-87.7354010954321,81
Martin Luther King Dr & 111th St,casual,41.691501986666665,-87.61207927654321,81
Tripp Ave & 65th St,casual,41.77254971395062,-87.72939511135803,81
Albany Ave & 16th St,casual,41.859445391,-87.70245821675,80
Artesian Ave & 55th St,casual,41.79165287425,-87.688279017375,80
Central Ave & Madison St,casual,41.880124497875,-87.763222677625,80
Michigan Ave & 71st St,casual,41.765297426375,-87.6217451175,80
Central Park Blvd & 5th Ave,casual,41.87567197,-87.71548724088608,79
Cottage Grove Ave & 111th Pl,casual,41.6916844143038,-87.61000470936709,79
Ewing Ave & Burnham Greenway,casual,41.79210813848101,-87.58360893607595,79
Stewart Ave & 63rd St,casual,41.77983781329114,-87.63477524886075,79
Public Rack - Avers Ave & Irving Park Rd,casual,41.95182190038961,-87.72203641961039,77
Public Rack - Spaulding Ave & North Ave,casual,41.910026908961036,-87.70968973571428,77
Woodlawn Ave & 75th St,casual,41.7591695825974,-87.59575474051948,77
Public Rack - Hyde Park Blvd & 55th St,casual,41.79608754381579,-87.58315000776315,76
Meade Ave & Addison St,casual,41.94771902386667,-87.7793937224,75
Troy Ave & 27th St,casual,41.84191469786667,-87.70294770666666,75
Baltimore Ave & 87th St,casual,41.73733918418919,-87.54850057905405,74
Central Ave & Harrison St,casual,41.87300269743243,-87.76450456094595,74
Exchange Ave & 79th St,casual,41.75170980918919,-87.552831725,74
Indiana Ave & 103rd St,casual,41.707106589594595,-87.6185243254054,74
Western Ave & 28th St,casual,41.84152195027027,-87.68514882054055,74
Burnham Greenway & 105th St,casual,41.70460443246575,-87.52831046589041,73
Public Rack - Cumberland & Catherine,casual,41.97754920849315,-87.83697023082192,73
Public Rack - Hyde Park Blvd & 53rd St,casual,41.79961530054794,-87.5840329079452,73
Cottage Grove Ave & 71st St,casual,41.76572892138889,-87.60501195111111,72
Kildare Ave & Chicago Ave,casual,41.89714511208333,-87.73223436819444,72
Orange & Addison,casual,41.94261375125,-87.82227185527778,72
Harding Ave & 26th St,casual,41.841377558428576,-87.720990724,70
Pulaski Rd & Congress Pkwy,casual,41.87441061285714,-87.72610508971428,70
